n590,SATISFIED,XXXXXXXXXXX0X1XXXXXXXXXXXXXXXXX0XXXXXXXXXXXXXXXX0XX11XXXXXXXXXXXXXXXXXXXXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX01XXXXXXXXX0XXXXXXXXXX0;
n605,SATISFIED,XXXXXXXXXXX0XXXXXXXXXXXXXXXXXXX1XXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX1XX0XXXXXXXXXXX0XXXXXXXXXX0XXXXXXXXXXX0XXXXXXXXXXXXXX0XXXXXXXXXX0XXXXXXXXXX0;
n613,SATISFIED,XXXXXXXXXXX0XXXXXXXXXXXXXXXXXXX1XXXXXXX11XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX1XX0XXXXXXXXXXX0XXXXXXXXXX0XXXXXXXXXXX0XXXXXXXXXXXXXX0XXXXXXXXXX0XXXXXXXXXX0;
n615,SATISFIED,XXXXXXXXXXX0XXXX1XXXXXXXXXXXXXX1XXXXXXXXX1XXXXXXXXX11XXXXXXXXXXXXXXXXXXXXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXXXXXXXXX0XXXXXXXXXX0;
n619,SATISFIED,XXXXXXXXXXX0XXXX1XXXXXXXXXXXXXX1XXXXXXXXX1X1XXXXXXX11XXXXXXXXXXXXXXXXXXXXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXXXXXXXXX0XXXXXXXXXX0;
n618,SATISFIED,XXXX0XXXXXX0XXX0XXXXXXXXXXXXXXX1XXXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXX0XXXXXX0XXX0XXXXXX0;
n641,SATISFIED,XX0XX0X0XXX0X0XX0XXXXXXXXXXXXXXXXXXXXXXX00XXXX00XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXX0X0XX0X0XXX0X0XX0X0XXX0;
n643,SATISFIED,XX0XX0X0XXX0X0XX0XXXXXXXXXXXXXXXXXXXXXXX00X0XX00XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXX0X0XX0X0XXX0X0XX0X0XXX0;
n645,SATISFIED,XX0XX0X0X100X0XX0XXXXXXXXXXXXXXXXXXXXXXX00X0XX000XX11XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XX00X0XX0X0XX00X0XX0X0XX00;
n647,SATISFIED,XX0XX0X0X100X0000XXXXXXXXXXXXXXXXXXXXXXX00X00X000XX11XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XX00X0XX0X0XX00X0XX0X0XX00;
n661,SATISFIED,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX11X11X111XXXXXXXXXXXXXXXXXXX1X111X1111XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n679,SATISFIED,XXXXXXXXXXXXXXXXXXXX1XXX1XXXX0XXX0XXX1X0XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXXXXX0XXXX0XXXXX0XXXX0XXXXXX0XXXX0X0X1XXX0XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n681,SATISFIED,XXXXXXXXXXXXXXXXXXXX1XXX1XXXX00XX0XXX1X0XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXXXXX0XX0X0XXXXX0XX0X0XXXXXX0XX0X0X0X1XXX0X0XXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n683,SATISFIED,XXXXXXXXXXXXXXXXXXXX1XXX1XXXX00XX0XX01X0XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXXX0X0XX0X0XXX0X0XX0X0XXXX0X0XX0X0X0X10XX0X0XXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n684,SATISFIED,XXXXXXXXXXXXXXXXXXXX1XXX1XXXX00X00XX01X0XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXXX0X00X0X0XXX0X00X0X0XXXX0X0X00X0X0X10XX000XXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n704,SATISFIED,XXXXXXXXXXXXXXXXXXXX1XX01XXXX00X00X00100XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XX0X0000X0X0XX00000X0X0XX0X000X00X0X00100X000XXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n700,SATISFIED,XXXXXXXXXXXXXXXXXXXXXXXXXXXXX1XXXX1111X1XXXXXXXXXXXXXXXX1XXXXXXXX111XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n702,SATISFIED,XXXXXXXXXXXXXXXXXXXXXXXXXXXXX11X11111111XXXXX1XXXXXXXXXX1XXXXXXXX111XXXXXXXXXXXXXXXXXXXXXXX1XXXXXXXXXX1XXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n703,SATISFIED,XXXXXXXXXXXXXXXXXXXXXXX1XXXXX11X11111111XXXXX1XXXXXXXXXX1XXXXXXXX111XXXXXXXXXXXXXXXXXXXXXXX1XXXXXXXXXX1XXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n705,SATISFIED,XXXXXXXXXXXXXXXXXXXX1XX01XXXX00X00X00100XXXXXXXXXXXXXXXXXXXXXXXXXXX1XXXXXXXXXXXXXX0X00X0000X0X0X000000X0X0X00X000X00X0X00100X000XXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n709,SATISFIED,XXXXXXXXXXXXXXXXXXXX1XXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXXXXX00X000XXXXX00X000XXXXXX0X0000X11111X0000XXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n740,SATISFIED,XXXX0XX0XXX0XXX0XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXX0XXX0XX0XXX0XXX0XX0XXX0;
n744,SATISFIED,XXXXXX00XX10XXX1X0XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX11XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXX0XXXXX00XXX0XXXXX00XXX0;
n748,SATISFIED,XXXXXX00X000X1X1X0XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX11XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0X000XXXXX00X000XXXXX00X000;
n749,SATISFIED,XXX0XX00X010X10110XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX11XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0X0X0XX0XX00X0X0XX0XX00X0X0;
n757,SATISFIED,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0XXXXXXXXXXXXXXXXXXXXXXX00X1X1010XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n758,SATISFIED,XXXXXXXXXXXXXXXXXXXXXXXXXXXXX00XXXXXXXXXXXXXXXXXXXXXXX00X110010XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n759,SATISFIED,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX11X0110011X11X00111XXXXXXXXXXXX10XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n760,SATISFIED,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX11X0110011X11X00111XXXXXXXXXXXX10XXXXXXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n761,SATISFIED,XXXXXXXXXXXXXXXXXXXXXX0XXXXXXXXX11X0110011X11X00111XX0XXXXXXXXX10XXXXXXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
n762,SATISFIED,XXXXXXXXXXXXXXXXXXXXXX0XXXXXXXXX11X0110011X11X00111XX0XXXXXXXXX10XXXXXXXXXXXXXX1XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX;
