n143 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X11111111;
DFF_12_N3 n144,SATISFIED,XX01XXXXXXXXXXXXXXXXX11111111011111111;
n153 n161,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXX0XXXXXXX1XXX1XX;
DFF_12_N3 n144,SATISFIED,XX01XXXXXXXXXXXXXXXXX11111111011111111;
DFF_0_N3 n145,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXX1XX1XXXXX;
DFF_0_N3 n146,CONFLICT,NA;
n140 n157,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXX0XXXXXXXX1XX1X;
DFF_12_N3 n154,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XXX10XX11X1X1XXX;
DFF_10_N3 n146,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X111XX0X1X1111X1;
n141 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
DFF_8_N3 n149,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXXX0XX1XXXXX1;
DFF_14_N3 n143,CONFLICT,NA;
n140 n154,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10XX1XXXX1X1X1X1X;
n146 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XXXX1X1111XX;
DFF_0_N3 n148,CONFLICT,NA;
n143 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X11111111;
DFF_12_N3 n139,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X1110111111111X1;
DFF_10_N3 DFF_6_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXXXXXX1XXX1;
DFF_4_N3 n144,CONFLICT,NA;
DFF_12_N3 DFF_14_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXX0XXXXXX1XXXXXX1X;
DFF_12_N3 n148,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X1110X111X1111XX;
n156 n161,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X011XXXX1X1X11XX;
n150 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111X1;
n144 n148,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111X11111111;
DFF_4_N3 n144,CONFLICT,NA;
DFF_4_N3 n149,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXXXXXXXX1X1;
DFF_8_N3 n141,CONFLICT,NA;
DFF_6_N3 n150,CONFLICT,NA;
DFF_10_N3 n161,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXXXXXXXX1X1;
n154 n157,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX01XXXX1X111XXX;
n152 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X1X1111X1;
n154 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XXXX1X111XXX;
n150 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111X1;
n158 n168,CONFLICT,NA;
n141 n143,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X11111111;
DFF_10_N3 n160,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X111XX0X1X111XX1;
DFF_14_N3 n144,CONFLICT,NA;
n150 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X1X1111X1;
DFF_12_N3 n150,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X1110X111X1111X1;
n148 n168,CONFLICT,NA;
DFF_4_N3 n160,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X111XXXX1X1110XX;
DFF_6_N3 n145,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXX1XXX1XXXX;
DFF_8_N3 n149,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXXX0XX1XXXXX1;
DFF_10_N3 n141,CONFLICT,NA;
n145 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X1110X111X1111X1;
DFF_10_N3 n149,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXXX0XXXXXXXX1;
n146 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X1X1111X1;
n143 n157,CONFLICT,NA;
DFF_10_N3 n150,CONFLICT,NA;
DFF_4_N3 n148,CONFLICT,NA;
n153 n154,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XXX1X0XX111X1XXX;
n146 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XXXX1X1111XX;
n154 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XXXX1X111XXX;
DFF_14_N3 DFF_6_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXXXXXX1XX1X;
DFF_6_N3 n154,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX01XXXX1X111XXX;
n148 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111XX;
n144 n154,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111X11111111;
DFF_14_N3 n160,SATISFIED,XX01XXXXXXXXXXXXXXXXX10111XXXX1X111X1X;
n161 n168,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXXX0XXXXXX1XX1XX;
n152 n161,CONFLICT,NA;
DFF_4_N3 DFF_6_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXXXXXX1X1XX;
DFF_8_N3 n145,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXX0X1X1XXXXXX;
n146 n157,CONFLICT,NA;
n139 n140,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10111X11X11111111;
n144 n157,CONFLICT,NA;
DFF_6_N3 n160,CONFLICT,NA;
n148 n153,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X01X111111XX;
DFF_4_N3 n145,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXX1XXXXX1XX;
n139 n148,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
DFF_14_N3 n144,CONFLICT,NA;
DFF_10_N3 n158,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX11XX0X1X111XX1;
DFF_12_N3 n140,SATISFIED,XX01XXXXXXXXXXXXXXXXXX0XXXXXX1XXXXXX1X;
DFF_0_N3 n157,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX11XXXX;
n145 n153,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXXXXX0X1X1XXXXXX;
n141 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
n148 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111XX;
DFF_10_N3 DFF_4_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXXXXXXXX1X1;
n141 n148,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
DFF_14_N3 DFF_6_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXXXXXX1XX1X;
n140 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10111XX1X1X111111;
n144 n168,CONFLICT,NA;
DFF_8_N3 n139,CONFLICT,NA;
DFF_0_N3 n161,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX1XX1XX;
DFF_14_N3 n152,SATISFIED,XX01XXXXXXXXXXXXXXXXX10111X11X1X111111;
DFF_8_N3 n140,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXX0XXX1XXXX1X;
n148 n168,CONFLICT,NA;
DFF_6_N3 n141,CONFLICT,NA;
DFF_10_N3 n141,CONFLICT,NA;
DFF_6_N3 n139,CONFLICT,NA;
n145 n146,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X1110XX11X1111XX;
DFF_14_N3 n141,SATISFIED,XX01XXXXXXXXXXXXXXXXX11111X11X11111101;
n141 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
n143 n154,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X11111111;
DFF_14_N3 n168,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX1XXX1X;
n148 n149,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111X0;
DFF_6_N3 n157,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXXXXXX1XXXX;
n143 n161,CONFLICT,NA;
DFF_6_N3 n153,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXXXX1X1XXXX;
n153 n154,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XXX1X0XX111X1XXX;
n148 n149,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111X0;
DFF_12_N3 n141,SATISFIED,XX01XXXXXXXXXXXXXXXXX111110111111111X1;
DFF_4_N3 n144,CONFLICT,NA;
DFF_12_N3 n160,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X1110XX11X111XXX;
DFF_10_N3 n141,CONFLICT,NA;
n156 n161,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X011XXXX1X1X11XX;
n145 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X1110X111X1111X1;
n139 n168,CONFLICT,NA;
n139 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
DFF_4_N3 n146,CONFLICT,NA;
n145 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX110XX11X111XXX;
n144 n161,CONFLICT,NA;
n144 n168,CONFLICT,NA;
n156 n168,CONFLICT,NA;
n140 n141,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X11111101;
n148 n153,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X01X111111XX;
DFF_0_N3 n141,CONFLICT,NA;
n144 n145,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111011111111;
DFF_12_N3 n139,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X1110111111111X1;
n141 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
n148 n157,CONFLICT,NA;
DFF_0_N3 n161,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX1XX1XX;
n139 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
DFF_0_N3 n158,CONFLICT,NA;
n141 n148,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
n139 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
n144 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111X11111111;
DFF_10_N3 n154,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XXX1XX0X1X1X1XX1;
DFF_8_N3 n156,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX11X0XX111X1XXX;
n146 n148,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111XX;
DFF_14_N3 n141,SATISFIED,XX01XXXXXXXXXXXXXXXXX11111X11X11111101;
n145 n157,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXX0XXXX1XXX1XXXX;
n143 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X11111111;
DFF_4_N3 n152,CONFLICT,NA;
DFF_10_N3 n160,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X111XX0X1X111XX1;
n149 n153,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXXXXXX0XX1XXXXX1;
n156 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX11XXXX1X111XXX;
DFF_0_N3 n161,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX1XX1XX;
DFF_12_N3 n158,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX110XX11X111XXX;
n139 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
n139 n161,CONFLICT,NA;
DFF_10_N3 n145,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXXX01XXXXXXX1;
n150 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111X1;
n143 n145,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111011111111111;
DFF_6_N3 n157,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXXXXXX1XXXX;
n157 n158,CONFLICT,NA;
DFF_12_N3 n158,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX110XX11X111XXX;
n143 n157,CONFLICT,NA;
n152 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X1X1111X1;
DFF_12_N3 DFF_14_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXX0XXXXXX1XXXXXX1X;
n152 n168,CONFLICT,NA;
DFF_8_N3 n160,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X111X0XX11111XXX;
n154 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX11XXXX1X111XXX;
n149 n168,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXXX0XXXXXX1XXXX1;
DFF_14_N3 n154,SATISFIED,XX01XXXXXXXXXXXXXXXXX10XX1XXXX1X1X1X1X;
DFF_12_N3 n146,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X1110XX11X1111XX;
DFF_10_N3 n157,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXXXXXX1XXX1;
n141 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
n144 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111X11111111;
DFF_12_N3 DFF_8_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXX0X1X1XXXXXX;
n139 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
n152 n168,CONFLICT,NA;
n140 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10111X11X1X111111;
n141 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
DFF_10_N3 DFF_8_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXXX0XX1XXXXX1;
DFF_0_N3 n154,CONFLICT,NA;
DFF_14_N3 n158,SATISFIED,XX01XXXXXXXXXXXXXXXXX10X11XXXX1X111X1X;
n140 n148,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10111XX1X1X11111X;
DFF_10_N3 DFF_14_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXXX0XXXXXXX11;
DFF_12_N3 n152,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X11101111X1111X1;
n148 n168,CONFLICT,NA;
n146 n154,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XXXX1X1111XX;
n146 n153,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X0XX111111XX;
n150 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111X1;
n139 n140,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10111X11X11111111;
n144 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111X11111111;
DFF_6_N3 n139,CONFLICT,NA;
DFF_0_N3 DFF_4_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX1XX1XX;
n154 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX11XXXX1X111XXX;
n144 n154,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111X11111111;
n143 n161,CONFLICT,NA;
n143 n144,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111X11111111;
n141 n148,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
DFF_12_N3 DFF_14_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXX0XXXXXX1XXXXXX1X;
n139 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
DFF_0_N3 n143,CONFLICT,NA;
DFF_10_N3 n144,CONFLICT,NA;
n146 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111X1;
DFF_0_N3 DFF_6_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX11XXXX;
n144 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111X11111111;
n156 n161,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X011XXXX1X1X11XX;
n141 n146,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
n141 n154,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
n140 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10111XX1X1X111111;
DFF_8_N3 n152,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X111X11X101111X1;
DFF_14_N3 n157,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXXXXXX1XX1X;
n150 n168,CONFLICT,NA;
n144 n161,CONFLICT,NA;
DFF_10_N3 n143,CONFLICT,NA;
DFF_12_N3 n160,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X1110XX11X111XXX;
n139 n157,CONFLICT,NA;
n140 n146,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10111XXXX1X11111X;
n146 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X1X1111X1;
DFF_12_N3 DFF_14_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXX0XXXXXX1XXXXXX1X;
n145 n149,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXXXXXX01XXXXXXX1;
n140 n149,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXXXXXX0XXXXXXX11;
DFF_6_N3 n139,CONFLICT,NA;
n154 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX11XXXX1X1X1XXX;
DFF_4_N3 n168,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX1XX1XX;
n149 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX11XX0X1X1X1XX1;
n139 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
n150 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111X1;
n146 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XXXX1X1111XX;
n150 n152,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X1X1111X1;
DFF_12_N3 DFF_14_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXX0XXXXXX1XXXXXX1X;
n157 n160,CONFLICT,NA;
DFF_14_N3 n145,SATISFIED,XX01XXXXXXXXXXXXXXXXXX0XXXXXX1XXXXXX1X;
DFF_10_N3 DFF_4_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXXXXXXXX1X1;
DFF_4_N3 n150,CONFLICT,NA;
n145 n168,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXXX0XXX1XX1XXXXX;
DFF_6_N3 n156,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX11XXXX1X101XXX;
n144 n161,CONFLICT,NA;
DFF_8_N3 n143,CONFLICT,NA;
n156 n161,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X011XXXX1X1X11XX;
DFF_14_N3 n152,SATISFIED,XX01XXXXXXXXXXXXXXXXX10111X11X1X111111;
n158 n161,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X011XXXX1X1111XX;
DFF_8_N3 n153,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXX0XXX1XXXXXX;
n144 n168,CONFLICT,NA;
n157 n160,CONFLICT,NA;
DFF_4_N3 DFF_8_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXXXX1XXX1XX;
DFF_12_N3 n157,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXX0XXXX1XXX1XXXX;
DFF_14_N3 n160,SATISFIED,XX01XXXXXXXXXXXXXXXXX10111XXXX1X111X1X;
n146 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XXXX1X1111XX;
n146 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XXXX1X1111XX;
DFF_12_N3 n144,SATISFIED,XX01XXXXXXXXXXXXXXXXX11111111011111111;
DFF_6_N3 n156,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX11XXXX1X101XXX;
DFF_6_N3 n160,CONFLICT,NA;
n144 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111111X11111111;
DFF_0_N3 DFF_12_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXX1XX1XXXXX;
DFF_0_N3 n144,CONFLICT,NA;
n145 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X1110XX11X111XXX;
DFF_10_N3 n139,CONFLICT,NA;
n157 n158,CONFLICT,NA;
n139 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
n139 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
n145 n161,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXX0XXXXX1XXXXX1XX;
n141 n168,CONFLICT,NA;
n148 n156,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111XX;
DFF_6_N3 n156,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX11XXXX1X101XXX;
DFF_8_N3 n141,CONFLICT,NA;
DFF_12_N3 n161,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXX1XXXXX1XX;
n148 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX1X1X1111XX;
n139 n141,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X111111X1;
DFF_12_N3 DFF_4_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXX1XXXXX1XX;
DFF_8_N3 n150,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X111X01X111111X1;
n140 n161,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXX0XXXXXXXXXXX11X;
DFF_10_N3 n140,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXXX0XXXXXXX11;
n153 n157,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXX0XXXXXX1X1XXXX;
DFF_6_N3 n152,CONFLICT,NA;
DFF_0_N3 n157,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX11XXXX;
DFF_4_N3 n158,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X011XXXX1X1111XX;
DFF_14_N3 n156,SATISFIED,XX01XXXXXXXXXXXXXXXXX10X11XXXX1X1X1X1X;
DFF_4_N3 n153,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXXXX1XXX1XX;
n152 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X1X1111X1;
DFF_14_N3 n144,CONFLICT,NA;
n153 n158,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX11X0XX11111XXX;
DFF_0_N3 n168,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXX0XXXXXX1XXXXX;
n139 n153,CONFLICT,NA;
n154 n157,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX01XXXX1X111XXX;
n143 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X11111111;
n143 n161,CONFLICT,NA;
n139 n140,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10111X11X11111111;
DFF_14_N3 n144,CONFLICT,NA;
DFF_8_N3 n156,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX11X0XX111X1XXX;
DFF_14_N3 DFF_8_N3,SATISFIED,XX01XXXXXXXXXXXXXXXXXXXXXXX0XXX1XXXX1X;
DFF_6_N3 n156,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX11XXXX1X101XXX;
DFF_12_N3 n150,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X1110X111X1111X1;
n156 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XXXX1X111XXX;
DFF_8_N3 n158,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XX11X0XX11111XXX;
n146 n149,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX0X1X1111X1;
DFF_8_N3 n148,SATISFIED,XX01XXXXXXXXXXXXXXXXX1X111X01X111111XX;
n157 n168,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXXX0XXXXXX11XXXX;
n143 n157,CONFLICT,NA;
n154 n157,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1XX01XXXX1X111XXX;
n139 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
n139 n148,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
DFF_0_N3 n160,CONFLICT,NA;
n146 n161,CONFLICT,NA;
DFF_4_N3 n153,SATISFIED,XX01XXXXXXXXXXXXXXXXXXX0XXXXXXX1XXX1XX;
n143 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX11111X11X11111111;
n149 n160,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111XX0X1X111XX1;
DFF_4_N3 n143,CONFLICT,NA;
DFF_8_N3 n154,SATISFIED,XX01XXXXXXXXXXXXXXXXX1XXX1X0XX111X1XXX;
n139 n154,SATISFIED,XXX1XXXXXXXXXXXXXXXXX1X111X11X111111X1;
n145 n149,SATISFIED,XXX1XXXXXXXXXXXXXXXXXXXXXXXX01XXXXXXX1;
n140 n150,SATISFIED,XXX1XXXXXXXXXXXXXXXXX10111XX1X1X111111;
n152 n168,CONFLICT,NA;
